AthleteName,AthleteFirstName,AthleteLastName,Date,RaceEventDistance,RaceEventSwimmingStyleName,PhaseName,RaceEventIsRelay,RaceEventIsMixed,RaceEventName,PoolLength,RaceId,PhaseNumber,Lane,RelayLeg,FinishingPosition,RaceEventId,RaceEventSwimmingStyleId,AthleteId,AthleteGenderId,AthleteGenderName,AthleteNationId,AthleteNationCode,AthleteNationName,CompetitionId,CompetitionName,PhaseId,SessionId,SessionCode,AnalysisLevelId,AnalysisLevelName,RaceTime,Split_0_50_m,Split_50_100_m,StartBlockElapsedTime,StartBreakoutDistance,StartBreakoutTime,Lap1_15mElapsedTime,StartKicks,Turn_5mIn_s,Turn1RotateTime,Turn1_15m_s,Turn1BreakoutDistance,Turn1BreakoutTime,Turn1_Total_s,Last5m_s,SR_15_25m_T,SR_15_25m_SR,SR_15_25m_DPS,SR_15_25m_V,SR_15_25m_N,SR_25_50m_T,SR_25_50m_SR,SR_25_50m_DPS,SR_25_50m_V,SR_25_50m_N,SR_65_75m_T,SR_65_75m_SR,SR_65_75m_DPS,SR_65_75m_V,SR_65_75m_N,SR_75_100m_T,SR_75_100m_SR,SR_75_100m_DPS,SR_75_100m_V,SR_75_100m_N
Evans,Evans,,19/04/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,66.15,31.58,34.57,0.68,13.5,6.68,7.72,,3.34,0.78,10.04,8.8,6.0,13.38,3.33,7.04,36.5,2.33,1.42,,16.82,41.6,2.13,1.48,17.0,6.96,43.9,1.97,1.44,,17.57,43.3,1.94,1.4,21.0
Fearn,Fearn,,19/04/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,23.92,5.68,5.24,0.62,13.5,5.0,5.68,,,,,,,,2.52,,,,,,5.24,67.5,1.7,1.91,,,,,,,,,,,
McMillan,McMillan,,19/04/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,107.37,25.43,27.32,0.64,12.8,4.78,5.94,,3.05,1.27,7.39,8.0,3.29,10.44,2.65,5.5,39.2,2.79,1.82,,13.99,38.8,2.83,1.83,26.0,5.66,36.3,2.93,1.77,,14.27,38.0,2.78,1.76,29.0
Davies,Davies,,19/04/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,130.73,29.6,32.47,,,,,,,,,,,,,,40.4,,,,,38.5,,,29.0,,36.6,,,,,37.3,,,30.0
Evans,Evans,,19/04/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,64.96,30.88,34.08,0.72,12.7,6.0,7.76,,3.2,0.68,9.96,8.8,5.5,13.16,3.3,6.52,42.7,2.15,1.53,,16.6,43.2,2.07,1.49,18.0,6.66,46.1,1.95,1.5,,17.46,45.8,1.85,1.41,22.0
Robertson,Robertson,,19/04/2026,50,Butterfly,B-Final,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,24.15,5.66,5.26,0.64,13.7,5.08,5.66,,,,,,,,2.51,,,,,,5.26,62.4,1.83,1.9,,,,,,,,,,,
Fearn,Fearn,,19/04/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,122.78,28.64,31.34,0.66,13.9,6.0,6.64,,3.5,1.88,7.96,10.4,4.76,11.46,2.84,6.12,40.9,2.39,1.63,,15.88,38.9,2.5,1.62,28.0,6.68,37.9,2.37,1.5,,16.7,38.7,2.33,1.5,32.0
Fearn,Fearn,,19/04/2026,200,Backstroke,C-Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,120.47,28.01,31.28,0.64,13.9,5.9,6.58,,3.23,1.65,7.99,10.1,4.85,11.22,2.77,6.0,43.4,2.31,1.67,,15.43,41.5,2.37,1.64,29.0,6.58,37.9,2.41,1.52,,16.71,38.7,2.31,1.49,32.0
Robertson,Robertson,,19/04/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,24.14,5.72,5.18,0.66,14.0,5.26,5.72,,,,,,,,2.56,,,,,,5.18,65.7,1.76,1.93,,,,,,,,,,,
Fearn,Fearn,,19/04/2026,50,Butterfly,Final,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,23.66,5.6,5.14,0.62,13.6,4.94,5.6,,,,,,,,2.46,,,,,,5.14,70.2,1.67,1.95,,,,,,,,,,,
MacInnes,MacInnes,,18/04/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,57.57,26.79,30.78,0.64,13.6,5.82,6.42,,2.83,0.67,9.03,8.4,4.85,11.86,2.99,5.74,63.5,1.64,1.74,,14.63,63.8,1.59,1.69,22.0,6.04,62.6,1.59,1.66,,15.71,60.5,1.56,1.57,26.0
Dickson,Dickson,,18/04/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,137.28,30.94,34.89,0.68,14.5,6.34,6.84,,3.6,0.68,9.5,10.7,6.46,13.1,3.58,6.62,39.8,2.28,1.51,,17.48,36.9,2.34,1.44,16.0,7.46,36.8,2.18,1.34,,17.93,37.7,2.18,1.37,18.0
MacInnes,MacInnes,,18/04/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,57.93,27.03,30.9,0.66,14.0,6.04,6.54,,2.79,0.69,9.07,8.4,4.93,11.86,2.99,5.72,62.4,1.68,1.75,,14.77,61.7,1.62,1.67,22.0,6.02,61.9,1.61,1.66,,15.81,60.7,1.54,1.56,26.0
Grieve,Grieve,,18/04/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.05,27.92,31.13,0.7,13.4,5.76,6.52,,3.18,0.6,8.62,11.0,5.74,11.8,3.05,6.2,60.3,1.6,1.61,,15.2,58.2,1.71,1.66,21.0,6.44,59.5,1.56,1.55,,16.07,58.5,1.58,1.54,25.0
Smith,Smith,,18/04/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,133.21,30.1,33.55,0.64,16.2,7.48,6.7,,3.16,0.68,9.32,12.4,7.02,12.48,3.31,6.68,39.2,2.3,1.5,,16.72,36.5,2.42,1.47,14.0,7.0,36.9,2.33,1.43,,17.23,35.3,2.43,1.43,16.0
Dobson,Dobson,,18/04/2026,200,Breaststroke,B-Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,136.27,31.91,34.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNair,McNair,,18/04/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,137.06,28.84,33.85,0.78,12.5,5.54,7.04,,3.08,0.82,9.82,7.8,4.88,12.9,3.02,6.2,52.9,1.83,1.61,,15.6,51.3,1.87,1.6,20.0,6.9,40.8,2.13,1.45,,17.13,39.1,2.23,1.45,37.0
Smith,Smith,,18/04/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,134.02,29.91,33.5,0.64,16.1,7.36,6.58,,3.29,0.65,9.19,11.2,6.71,12.48,3.4,6.66,38.9,2.31,1.5,,16.67,37.2,2.4,1.49,14.0,7.04,37.4,2.28,1.42,,17.27,36.4,2.36,1.43,16.0
Dickson,Dickson,,18/04/2026,200,Breaststroke,B-Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,135.87,30.34,34.48,0.64,14.4,6.24,6.74,,3.32,0.54,9.58,10.3,6.06,12.9,3.55,6.56,46.8,1.95,1.52,,17.04,42.1,2.08,1.46,17.0,7.1,41.8,2.02,1.41,,17.8,39.3,2.11,1.38,19.0
Grieve,Grieve,,18/04/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,58.56,27.46,31.1,0.68,13.2,5.56,6.62,,3.12,0.64,8.74,10.3,5.6,11.86,3.16,5.94,61.2,1.65,1.68,,14.9,62.0,1.65,1.7,22.0,6.14,60.7,1.61,1.63,,16.22,60.7,1.51,1.53,26.0
Davies,Davies,,17/04/2026,200,IM,B-Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,124.8,26.43,31.53,0.68,13.1,5.34,6.28,,2.69,0.81,8.59,12.1,6.73,11.28,2.76,5.88,52.6,1.94,1.7,,14.27,52.3,1.98,1.73,18.0,6.64,39.4,2.3,1.51,,16.3,40.2,2.24,1.5,33.0
Ferguson,Ferguson,,17/04/2026,50,Backstroke,Heat,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,25.2,6.52,5.28,0.54,12.9,5.42,6.52,,,,,,,,2.46,,,,,,5.28,64.7,1.75,1.89,,,,,,,,,,,
Ferguson,Ferguson,,17/04/2026,50,Backstroke,Final,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,25.41,6.72,5.22,0.56,13.4,5.82,6.72,,,,,,,,2.51,,,,,,5.22,63.5,1.81,1.92,,,,,,,,,,,
Annis,Annis,,17/04/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,120.71,25.8,29.68,0.64,,5.56,5.86,,2.96,0.78,8.22,13.5,6.34,11.18,2.73,5.66,54.1,1.96,1.77,,14.28,52.0,2.04,1.77,18.0,6.02,42.1,2.37,1.66,,15.44,41.8,2.33,1.62,32.0
Davies,Davies,,17/04/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,125.51,26.43,31.67,0.72,12.8,5.1,6.32,,2.95,0.83,8.69,12.4,6.91,11.64,2.79,5.58,50.7,2.12,1.79,,14.53,50.1,2.07,1.73,18.0,6.42,40.9,2.29,1.56,,16.56,39.8,2.25,1.49,33.0
Shanahan,Shanahan,,17/04/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,131.96,30.62,32.71,0.7,13.5,6.74,7.72,,3.62,1.3,8.68,12.5,6.14,12.3,3.52,6.3,42.0,2.27,1.59,,16.6,40.2,2.3,1.54,31.0,6.66,38.6,2.33,1.5,,17.37,37.1,2.36,1.46,32.0
Shanahan,Shanahan,,17/04/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,129.89,30.83,32.32,0.68,13.1,6.48,7.76,,3.59,1.67,8.45,11.0,5.87,12.04,3.33,6.4,41.7,2.24,1.56,,16.67,38.7,2.37,1.53,30.0,6.66,38.6,2.33,1.5,,17.21,38.6,2.3,1.48,32.0
Scott,Scott,,17/04/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,116.08,25.04,29.03,0.66,12.6,4.54,5.8,,2.72,0.82,7.84,13.5,6.94,10.56,2.56,5.54,52.0,2.09,1.81,,13.7,52.3,2.09,1.82,18.0,6.1,42.9,2.29,1.64,,15.09,41.2,2.37,1.63,30.0
McNair,McNair,,17/04/2026,200,Backstroke,B-Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,138.11,31.94,34.33,0.66,13.2,6.62,7.84,,3.82,1.32,9.0,8.7,4.52,12.82,3.35,6.7,43.2,2.07,1.49,,17.4,40.5,2.18,1.47,33.0,7.0,39.1,2.19,1.43,,18.33,37.5,2.22,1.39,36.0
McGill,McGill,,17/04/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,131.71,31.51,32.94,0.66,11.8,6.0,8.1,,3.53,1.31,8.77,8.0,4.07,12.3,3.51,6.68,42.7,2.11,1.5,,16.73,41.7,2.19,1.52,34.0,6.8,40.9,2.16,1.47,,17.37,40.0,2.17,1.45,37.0
Scott,Scott,,17/04/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,118.84,25.72,29.59,0.64,13.1,4.78,5.84,,2.84,0.52,7.66,13.5,6.8,10.5,2.62,5.5,51.6,2.12,1.82,,14.38,48.4,2.14,1.73,17.0,6.2,42.2,2.29,1.61,,15.73,37.6,2.49,1.56,29.0
Fearn,Fearn,,17/04/2026,100,Butterfly,C-Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,53.02,24.28,28.74,0.62,13.9,5.16,5.72,,2.62,0.8,8.08,12.5,6.4,10.7,2.68,5.32,60.8,1.86,1.88,,13.24,58.1,1.94,1.88,19.0,5.88,59.4,1.72,1.7,,14.78,57.6,1.72,1.65,21.0
Robertson,Robertson,,17/04/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,53.27,24.71,28.56,0.64,14.2,5.46,5.82,,2.49,0.63,7.83,11.9,6.09,10.32,2.81,5.34,56.1,2.0,1.87,,13.55,57.6,1.89,1.81,18.0,6.0,58.8,1.7,1.67,,14.73,57.1,1.77,1.68,21.0
McNair,McNair,,17/04/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,136.95,32.09,34.11,0.68,13.5,6.9,7.98,,3.79,1.39,9.09,10.2,5.57,12.88,3.37,6.54,42.2,2.18,1.53,,17.57,39.7,2.19,1.45,32.0,6.92,38.4,2.27,1.45,,18.1,37.3,2.25,1.4,34.0
Grieve,Grieve,,17/04/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,26.79,6.42,5.86,0.68,13.5,5.62,6.42,,,,,,,,2.61,,,,,,5.86,64.7,1.59,1.71,,,,,,,,,,,
Fearn,Fearn,,17/04/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,53.44,24.43,29.01,0.64,13.5,5.02,5.78,,2.67,0.87,8.47,11.8,6.49,11.14,2.9,5.34,60.5,1.85,1.87,,13.31,57.8,1.95,1.88,19.0,5.66,56.7,1.87,1.77,,14.88,56.1,1.79,1.67,21.0
Robertson,Robertson,,17/04/2026,100,Butterfly,B-Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,53.24,24.94,28.3,0.64,14.2,5.46,5.82,,2.6,0.5,7.96,11.7,5.96,10.56,2.72,5.44,59.6,1.85,1.84,,13.68,57.3,1.9,1.81,18.0,5.78,58.3,1.78,1.73,,14.56,57.7,1.76,1.69,21.0
Annis,Annis,,17/04/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,120.6,25.93,29.83,0.66,14.3,5.54,5.9,,2.93,0.65,8.11,12.0,6.21,11.04,2.58,5.7,54.7,1.92,1.75,,14.33,52.4,2.0,1.75,18.0,6.18,42.3,2.3,1.62,,15.54,40.7,2.34,1.59,32.0
Ferguson,Ferguson,,16/04/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,55.46,27.01,28.45,0.62,14.5,6.42,6.66,,3.23,1.39,7.81,9.6,4.75,11.04,2.74,5.6,55.1,1.95,1.79,,14.75,51.8,2.02,1.74,34.0,5.78,56.2,1.85,1.73,,14.86,53.4,1.85,1.65,42.0
Fearn,Fearn,,16/04/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,55.37,26.6,28.77,0.62,14.2,6.0,6.4,,3.26,1.44,7.56,12.9,6.24,10.82,2.85,5.56,51.3,2.11,1.8,,14.64,48.5,2.18,1.76,32.0,5.98,48.6,2.06,1.67,,15.23,47.1,2.06,1.62,35.0
McMillan,McMillan,,16/04/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,48.61,23.46,25.15,0.66,12.9,4.62,5.62,,2.72,1.2,6.8,8.9,3.72,9.52,2.51,5.04,47.8,2.49,1.98,,12.8,46.0,2.58,1.98,28.0,5.12,44.7,2.62,1.95,,13.23,45.8,2.45,1.87,32.0
Annis,Annis,,16/04/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,55.03,26.64,28.39,0.6,14.5,6.04,6.32,,3.18,1.08,7.26,13.2,6.12,10.44,2.85,5.6,51.5,2.09,1.79,,14.72,47.5,2.19,1.73,32.0,5.92,47.7,2.13,1.69,,15.21,46.4,2.09,1.62,34.0
Robertson,Robertson,,16/04/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,50.46,24.28,26.18,0.68,13.8,5.26,5.92,,2.78,0.98,7.18,9.6,4.44,9.96,2.56,5.16,50.8,2.29,1.94,,13.2,51.0,2.26,1.92,31.0,5.36,52.1,2.15,1.87,,13.64,50.1,2.17,1.81,36.0
Anderson,Anderson,,16/04/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,117.0,27.53,29.44,0.72,12.2,5.04,6.66,,3.21,1.35,7.93,5.6,2.31,11.14,2.9,5.84,40.4,2.54,1.71,,15.03,40.5,2.5,1.69,29.0,6.08,38.9,2.53,1.64,,15.43,39.8,2.49,1.65,34.0
Davis,Davis,,16/04/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,120.93,28.08,30.19,0.7,12.4,5.16,6.62,,3.5,1.18,8.16,6.7,3.08,11.66,2.95,5.88,46.2,2.21,1.7,,15.58,43.0,2.32,1.66,32.0,6.34,43.9,2.16,1.58,,15.69,42.8,2.29,1.63,37.0
Evans,Evans,,16/04/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,139.7,31.97,35.26,0.7,12.8,6.08,7.58,,3.29,0.71,10.47,9.6,6.19,13.76,3.42,6.96,37.0,2.34,1.44,,17.43,33.1,2.56,1.41,15.0,7.0,33.1,2.59,1.43,,17.79,33.5,2.49,1.39,16.0
McMillan,McMillan,,16/04/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,48.37,23.36,25.01,0.64,13.9,4.56,5.56,,2.6,1.14,6.84,8.9,3.72,9.44,2.43,5.04,48.7,2.44,1.98,,12.76,46.4,2.55,1.97,28.0,5.1,45.3,2.6,1.96,,13.07,46.2,2.44,1.88,32.0
Davis,Davis,,16/04/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,119.75,27.69,29.87,0.7,12.5,5.12,6.56,,3.33,1.43,7.99,7.4,2.81,11.32,2.97,5.78,45.9,2.26,1.73,,15.35,41.9,2.38,1.66,31.0,6.2,44.1,2.19,1.61,,15.68,42.8,2.26,1.61,37.0
Evans,Evans,,16/04/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,145.6,32.97,36.12,0.72,13.5,6.76,7.86,,3.23,0.71,10.53,9.3,6.09,13.76,3.84,7.1,34.6,2.45,1.41,,18.01,29.4,2.76,1.35,14.0,7.22,30.8,2.71,1.39,,18.37,32.1,2.5,1.34,16.0
McNair,McNair,,16/04/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,123.89,29.49,30.61,0.78,13.2,5.92,7.02,,3.63,1.57,8.27,9.6,4.71,11.9,2.99,6.16,,,1.62,,16.31,,,1.58,,6.1,,,1.64,,16.24,,,1.57,
Anderson,Anderson,,16/04/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,118.47999999999999,27.96,29.76,0.74,12.0,5.12,6.82,,3.28,1.76,7.98,6.0,2.56,11.26,3.06,5.78,39.6,2.62,1.73,,15.36,39.7,2.51,1.66,28.0,6.16,39.8,2.44,1.62,,15.62,39.0,2.49,1.62,34.0
Annis,Annis,,16/04/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,54.25,26.25,28.0,6.18,14.85,6.18,6.28,,3.17,1.27,7.17,12.3,5.57,10.34,2.83,5.46,50.9,2.16,1.83,,14.51,49.0,2.16,1.76,31.0,5.86,50.4,2.04,1.71,,14.97,46.9,2.11,1.65,35.0
Hope,Hope,,16/04/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,121.03,28.35,30.43,0.72,11.1,4.62,6.9,,3.39,1.43,8.13,6.1,2.77,11.52,,5.94,45.5,2.22,1.68,,15.51,42.6,2.32,1.65,33.0,6.3,44.8,2.13,1.59,,16.0,42.9,2.24,1.6,39.0
Smith,Smith,,15/04/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,258.39,27.16,30.97,0.7,13.1,5.24,6.22,,3.26,0.74,8.84,9.3,5.4,12.1,2.73,20.94,49.3,2.07,1.7,18.0,,,,,,22.13,48.9,1.94,1.58,21.0,,,,,
Davies,Davies,,15/04/2026,400,IM,B-Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,267.91,28.28,32.12,0.74,13.5,5.58,6.36,,3.2,0.52,8.68,11.7,6.62,11.88,2.89,21.92,42.7,2.25,1.6,16.0,,,,,,23.44,43.6,2.04,1.48,18.0,,,,,
Shanahan,Shanahan,,15/04/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,61.97,30.49,31.48,0.74,13.1,6.56,7.74,,3.63,1.67,8.43,12.3,6.51,12.06,3.19,6.28,43.9,2.17,1.59,,16.47,42.0,2.23,1.56,32.0,6.5,44.0,2.1,1.54,,16.55,43.5,2.07,1.5,35.0
Annis,Annis,,15/04/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,262.92,27.31,31.12,0.66,14.0,5.62,6.1,,2.87,0.73,8.65,10.8,6.43,11.52,2.8,21.21,48.2,2.04,1.64,17.0,,,,,,22.47,46.9,1.97,1.54,19.0,,,,,
Smith,Smith,,15/04/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,261.95,26.71,30.89,0.7,13.0,5.18,6.24,,2.89,0.95,9.05,8.7,5.31,11.94,2.91,20.47,49.5,2.07,1.71,18.0,,,,,,21.84,48.3,1.98,1.59,21.0,,,,,
Davies,Davies,,15/04/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,269.92,27.92,32.11,0.74,13.0,5.36,6.34,,2.86,0.6,8.68,11.4,6.38,11.54,2.86,21.58,42.8,2.24,1.6,16.0,,,,,,23.43,43.0,2.08,1.49,18.0,,,,,
McNair,McNair,,15/04/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,290.4,29.6,33.98,0.78,12.1,5.26,7.02,,3.28,0.96,9.82,8.9,5.62,13.1,3.34,22.58,49.4,1.88,1.55,20.0,,,,,,24.16,47.9,1.8,1.44,22.0,,,,,
Scott,Scott,,15/04/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,118.31,26.31,29.36,0.66,12.6,4.64,5.96,,2.95,0.55,8.39,10.2,5.37,11.34,3.13,5.66,49.6,2.14,1.77,,14.69,47.6,2.14,1.7,17.0,5.92,47.9,2.12,1.69,,15.05,47.5,2.07,1.64,19.0
McNair,McNair,,15/04/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,287.32,29.62,34.04,0.8,11.7,5.26,7.2,,3.42,0.76,9.74,8.0,5.12,13.16,3.08,22.42,49.4,1.92,1.58,20.0,,,,,,24.3,46.4,1.85,1.43,22.0,,,,,
Scott,Scott,,15/04/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,114.97,25.66,28.5,0.64,12.7,4.64,5.9,,2.78,0.84,8.2,9.4,5.12,10.98,2.93,5.6,52.6,2.04,1.79,,14.16,49.4,2.14,1.76,18.0,5.82,49.9,2.07,1.72,,14.48,50.7,2.02,1.71,20.0
Dickson,Dickson,,15/04/2026,50,Breaststroke,Heat,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,28.26,6.9,6.04,0.6,13.1,5.46,6.9,,,,,,,,2.92,,66.7,,,,6.04,61.3,1.62,1.66,,,,,,,,,,,
Shanahan,Shanahan,,15/04/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,61.1,29.96,31.14,0.72,13.6,6.74,7.66,,3.48,1.64,8.46,11.9,6.3,11.94,3.12,6.22,44.5,2.17,1.61,,16.08,44.0,2.17,1.59,32.0,6.4,45.1,2.08,1.56,,16.28,43.8,2.08,1.52,36.0
Annis,Annis,,15/04/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,258.54,26.96,30.74,0.66,14.0,5.48,5.98,,3.02,0.82,8.82,11.0,6.1,11.84,2.56,20.98,49.3,2.03,1.67,17.0,,,,,,21.92,47.5,2.0,1.58,19.0,,,,,
Dickson,Dickson,,15/04/2026,50,Breaststroke,B-Final,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,28.01,6.56,6.1,0.66,12.7,5.1,6.56,,,,,,,,2.87,,65.2,,,,6.1,70.0,1.41,1.64,,,,,,,,,,,
McNair,McNair,,14/04/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,57.37,27.69,29.68,0.72,12.9,5.54,6.72,,3.19,1.43,8.05,9.4,4.47,11.24,2.79,5.86,50.8,2.02,1.71,,15.11,47.6,2.12,1.68,33.0,6.22,45.1,2.14,1.61,,15.41,45.1,2.1,1.58,37.0
Dobson,Dobson,,14/04/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,62.34,28.98,33.36,0.68,14.3,6.28,6.82,,3.04,0.72,9.66,9.0,5.58,12.7,3.2,6.26,52.9,1.81,1.6,,15.9,52.2,1.79,1.56,20.0,6.6,55.0,1.66,1.52,,17.1,53.1,1.63,1.44,24.0
Dobson,Dobson,,14/04/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,61.66,29.23,32.43,0.7,14.6,6.54,6.76,,3.01,0.61,9.17,10.2,5.91,12.18,3.04,6.48,45.2,2.04,1.54,,15.99,50.0,1.85,1.54,18.0,6.7,53.5,1.67,1.49,,16.56,54.6,1.63,1.48,24.0
MacInnes,MacInnes,,14/04/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,127.02,28.45,32.56,0.66,12.6,5.32,6.68,,3.15,0.65,9.47,7.0,3.97,12.62,3.06,6.04,58.6,1.7,1.66,,15.73,57.1,1.67,1.59,22.0,6.52,56.3,1.63,1.53,,16.57,55.6,1.61,1.49,27.0
Annis,Annis,,14/04/2026,400,Freestyle,Heat,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,231.36,26.9,29.04,0.64,13.5,5.22,6.14,,3.34,1.36,7.76,7.0,2.84,11.1,2.7,20.76,37.6,2.74,1.72,26.0,,,,,,21.28,35.3,2.8,1.65,30.0,,,,,
Grieve,Grieve,,14/04/2026,200,Butterfly,B-Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,131.74,29.07,32.92,0.7,13.7,5.94,6.68,,3.19,0.63,9.23,9.2,5.35,12.42,3.42,6.36,56.1,1.68,1.57,,16.03,54.1,1.73,1.56,21.0,6.76,52.9,1.68,1.48,,16.93,52.7,1.7,1.49,24.0
